symbol	hgnc_id	expected_all	observed_all	dne_all_p	info_all	mutation_category	events_n	dist	probability	dnn_p	expected_mis	observed_mis	dne_mis_p	info_mis	com_p	min_p
TPM3	12012	0.505353272672107	0.710254424257642	0.295308382951782	440385313|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.420776178924374	0.710254424257642	0.24727620264726	440385313|probability of observing >= 15 mutations is too small	NA	0.295308382951782
TPM4	12013	0.253391196353079	0.281689729480815	0.364858125116152	589037530|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.180698549615805	0.281689729480815	0.265594091673266	589037530|probability of observing >= 17 mutations is too small	NA	0.364858125116152
TPO	12015	0.611748612663855	1.22597449113022	0.106648168860277	1092150354|probability of observing >= 26 mutations is too small	missense	3	1532.5,nan	0.982438017561982	0.982438017561982	0.456255324086337	0.338943084923334	1	0|observed < expected, pvalue set at 1	0.999844877620947	0.106648168860277
TPP2	12016	0.658713408802345	0.396522194248079	1	0|observed < expected, pvalue set at 1	missense	2	408.0	0.200512799487201	0.200512799487201	0.436541354898597	0.396522194248079	1	0|observed < expected, pvalue set at 1	0.522712244575857	0.522712244575857
TPPP	24164	0.119844562056618	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0953865551608186	0	1	0|observed < expected, pvalue set at 1	NA	1
TPPP2	19293	0.0977007794351223	0.118434766092815	0.276461961520631	260047323|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0724245464852558	0.118434766092815	0.230166206119689	260047323|probability of observing >= 13 mutations is too small	NA	0.276461961520631
TPR	12017	2.49496961056091	1.87043777398462	1	0|observed < expected, pvalue set at 1	missense	3	765.7	0.131079868920131	0.131079868920131	1.66192634766768	1.07386543395144	1	0|observed < expected, pvalue set at 1	0.39742740607379	0.39742740607379
TPRA1	30413	0.199665703477096	0.230110932258826	0.384182712414154	467482918|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.158173852387522	0.230110932258826	0.331988928240682	467482918|probability of observing >= 15 mutations is too small	NA	0.384182712414154
TPRG1	24759	0.128396826252106	0.196167993400139	0.269815341116219	289116107|probability of observing >= 13 mutations is too small	missense	2	92.0,nan	0.214682785317215	0.214682785317215	0.089233729095253	0.196167993400139	0.207235656686881	289116107|probability of observing >= 13 mutations is too small	0.182964493095702	0.182964493095702
TPRN	26894	0.347695438895101	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.278279268130109	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TPRX1	32174	0.154889982014503	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.098185071361268	0	1	0|observed < expected, pvalue set at 1	NA	1
TPSG1	14134	0.13368455118132	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.101343471580137	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TPT1	12022	0.213956276296754	0.537411657299341	0.167709106145082	212167670|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.161994198323862	0.537411657299341	0.11834960887193	212167670|probability of observing >= 12 mutations is too small	NA	0.167709106145082
TPX2	1249	0.372057505091748	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.211415592930378	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TRA2A	16645	0.431787370752671	0.580206308709901	0.383611684540798	409810398|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.286317839287014	0.580206308709901	0.261766967668494	409810398|probability of observing >= 15 mutations is too small	NA	0.383611684540798
TRA2B	10781	0.522098612925415	1.39387084793238	0.0747438966373261	445676416|probability of observing >= 15 mutations is too small	missense	2	201.0	0.403413596586403	0.403413596586403	0.444291362720751	1.39387084793238	0.0563158802787138	445676416|probability of observing >= 15 mutations is too small	0.108698730686857	0.0747438966373261
TRABD	28805	0.254412923370959	0.401376940861653	0.229059429697926	662066978|probability of observing >= 18 mutations is too small	NA	NA	NA	NA	NA	0.200983228452865	0	1	0|observed < expected, pvalue set at 1	NA	0.229059429697926
TRADD	12030	0.213920445187309	0.204596195031986	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.148203696430448	0.204596195031986	0.306983201441183	641307366|probability of observing >= 17 mutations is too small	NA	1
TRAF1	12031	0.197947124556088	0.272785679459278	0.30889125301297	495700055|probability of observing >= 16 mutations is too small	NA	NA	NA	NA	NA	0.146955787610043	0.272785679459278	0.236587252485351	495700055|probability of observing >= 16 mutations is too small	NA	0.30889125301297
TRAF2	12032	0.305488439129774	0.251377233338921	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.233592179003956	0.251377233338921	0.418343095782613	768922341|probability of observing >= 19 mutations is too small	NA	1
TRAF3	12033	0.678219095841053	1.23637146597683	0.17983412026674	733330228|probability of observing >= 19 mutations is too small	missense	2	18.0,nan	0.0242549757450243	0.0242549757450243	0.517819039995894	1.23537146597683	0.102361236885291	733330228|probability of observing >= 19 mutations is too small	0.0173753648305732	0.0173753648305732
TRAF3IP1	17861	0.356928477311039	0.352562767330725	1	0|observed < expected, pvalue set at 1	missense	2	nan,nan	NA	NA	0.228778949558725	0.352562767330725	0.251553596795429	785300945|probability of observing >= 19 mutations is too small	NA	1
TRAF3IP3	30766	0.27603437893234	0.184380772502357	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.143642732756369	0.184380772502357	0.351506351949934	554136872|probability of observing >= 16 mutations is too small	NA	1
TRAF4	12034	0.294046317325999	0.375830930710461	0.309800579335668	635541511|probability of observing >= 17 mutations is too small	missense	2	224.0	0.286162713837286	0.286162713837286	0.215361720327947	0.375830930710461	0.203748931814919	635541511|probability of observing >= 17 mutations is too small	0.224012728236103	0.224012728236103
TRAF6	12036	0.466001293349003	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.304673969344749	0	1	0|observed < expected, pvalue set at 1	NA	1
TRAF7	20456	0.417750902811536	6.45120454682759	4.38396699576728e-15	886159240|probability of observing >= 21 mutations is too small	missense	25	219.7	2.999997000003e-06	2.999997000003e-06	0.310297216166872	6.04829191023141	1e-14	886159240|p value was 0, set at 10^-14	1.37859133854503e-18	1.37859133854503e-18
TRAFD1	24808	0.250022164279444	0.417648681675707	0.210553527674462	557049567|probability of observing >= 16 mutations is too small	missense	3	371.9,nan	0.383335616664383	0.383335616664383	0.161221502283747	0.417648681675707	0.090765181097255	557049567|probability of observing >= 16 mutations is too small	0.151641459703593	0.151641459703593
TRAIP	30764	0.256039084969454	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.176127418392952	0	1	0|observed < expected, pvalue set at 1	NA	1
TRAK1	29947	0.673837502963629	1.87233371181851	0.0136258601047755	1073643426|probability of observing >= 25 mutations is too small	missense	3	1377.0,nan	0.74986425013575	0.74986425013575	0.516874013166461	0.822942493847899	0.179193236662877	1073643426|probability of observing >= 25 mutations is too small	0.404073040953359	0.0136258601047755
TRAK2	13206	0.500638025078046	0.383493431378042	1	0|observed < expected, pvalue set at 1	missense	2	310.0	0.219294780705219	0.219294780705219	0.299269929783503	0.383493431378042	0.32891459573701	831934715|probability of observing >= 20 mutations is too small	0.261778382742881	0.261778382742881
TRAM1	20568	0.187184462705272	0.974762171647977	0.0111663384743884	364354740|probability of observing >= 14 mutations is too small	missense	2	369.0	0.527576472423528	0.527576472423528	0.127045420935306	0.327747894539021	0.107402891192668	364354740|probability of observing >= 14 mutations is too small	0.21932240973616	0.0111663384743884
TRAM1L1	28371	0.116844279574127	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0808274024862381	0.0980839967000696	0.48588057799279	376054086|probability of observing >= 14 mutations is too small	NA	1
TRANK1	29011	1.21938500041212	1.31626702778091	0.391379383140103	1197699165|probability of observing >= 36 mutations is too small	missense	8	2643.9	0.918332081667918	0.918332081667918	0.772754646442323	1.31426702778091	0.0793529412834607	1197699165|probability of observing >= 36 mutations is too small	0.26372839127398	0.26372839127398
TRAP1	16264	0.443196163439782	1.21573792950408	0.0375785443218609	915023925|probability of observing >= 21 mutations is too small	missense	3	648.5	0.617345382654617	0.617345382654617	0.314919291220468	0.568723652395129	0.156102532875564	915023925|probability of observing >= 21 mutations is too small	0.321831505541066	0.0375785443218609
TRAPPC10	11868	1.15191079478174	2.98252540906631	0.0241988478724433	1068721692|probability of observing >= 25 mutations is too small	missense	5	490.4	0.0960839039160961	0.0960839039160961	0.800171200825993	2.06732172192392	0.0277941207850713	1068721692|probability of observing >= 25 mutations is too small	0.0184949206107345	0.0184949206107345
TRAPPC11	25751	0.573907555015237	1.43365354976121	0.0457273656092989	936822689|probability of observing >= 22 mutations is too small	missense	2	2256.0	0.871466128533872	0.871466128533872	0.364031995088035	0.342623569548811	1	0|observed < expected, pvalue set at 1	0.991360940000395	0.0457273656092989
TRAPPC12	24284	0.421509556634135	0.118136041563577	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.322123860917082	0.114136041563577	1	0|observed < expected, pvalue set at 1	NA	1
TRAPPC13	25828	0.184285487129123	0.380107851233809	0.179661053661318	374154758|probability of observing >= 14 mutations is too small	missense	2	nan	NA	NA	0.133452240346192	0.380107851233809	0.0982809888980522	374154758|probability of observing >= 14 mutations is too small	NA	0.179661053661318
TRAPPC2L	30887	0.129116700461414	0.196167993400139	0.280103756192156	347627477|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0914170434960779	0.196167993400139	0.217336568536512	347627477|probability of observing >= 14 mutations is too small	NA	0.280103756192156
TRAPPC4	19943	0.181448456898179	0.285947107638982	0.295235177069273	356784621|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.123989551800708	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.295235177069273
TRAPPC5	23067	0.373278368883376	0.201921422893684	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.351245909569557	0.201921422893684	1	0|observed < expected, pvalue set at 1	NA	1
TRAPPC6A	23069	0.0778290597087226	0.0980839967000696	0.383536550469357	254137701|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0586875344409505	0.0980839967000696	0.351697688418029	254137701|probability of observing >= 13 mutations is too small	NA	0.383536550469357
TRAPPC8	29169	0.974990403010452	0.608407003775884	1	0|observed < expected, pvalue set at 1	missense	3	786.0	0.303109696890303	0.303109696890303	0.515712163673589	0.608407003775884	0.35364207328456	1036891573|probability of observing >= 24 mutations is too small	0.346566826211614	0.346566826211614
TRAPPC9	30832	0.739762952158562	0.760282644946705	0.42485037984918	1113040969|probability of observing >= 27 mutations is too small	NA	NA	NA	NA	NA	0.533599012478645	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.42485037984918
TRARG1	29592	0.0927286626516833	0.382758041383184	0.0617873750033717	235095545|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.0704035595479493	0	1	0|observed < expected, pvalue set at 1	NA	0.0617873750033717
TRDMT1	2977	0.197657007389054	0.294251990100209	0.23158034024856	415856388|probability of observing >= 15 mutations is too small	missense	3	313.2	0.481387518612482	0.481387518612482	0.125244328086178	0.294251990100209	0.118004286959447	415856388|probability of observing >= 15 mutations is too small	0.219731445775936	0.219731445775936
TRDN	12261	0.283292978958466	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.13969779765957	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TREM1	17760	0.0940338114703947	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0568871218829139	0	1	0|observed < expected, pvalue set at 1	NA	1
TREM2	17761	0.101688793652783	0.294251990100209	0.0953692549861903	295066912|probability of observing >= 13 mutations is too small	missense	3	224.5	0.675019324980675	0.675019324980675	0.0707506086081436	0.294251990100209	0.0446634547672451	295066912|probability of observing >= 13 mutations is too small	0.135717776959242	0.0953692549861903
TREML1	20434	0.102709191885229	0.15156768946879	0.236913937399149	298746352|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0699051802970625	0.15156768946879	0.17367468258479	298746352|probability of observing >= 13 mutations is too small	NA	0.236913937399149
TRERF1	18273	0.665336085846248	2.06212720090802	0.00840060158490833	1071047800|probability of observing >= 25 mutations is too small	missense	4	748.2	0.387033612966387	0.387033612966387	0.464733307022546	0.765098646690108	0.165641778502013	1071047800|probability of observing >= 25 mutations is too small	0.24022717898006	0.00840060158490833
TREX1	12269	0.138807254162428	0.359239583704837	0.108020658875564	405865213|probability of observing >= 15 mutations is too small	missense	2	435.0	0.664044335955664	0.664044335955664	0.108938069194141	0.358239583704837	0.0657079274955369	405865213|probability of observing >= 15 mutations is too small	0.180288933179395	0.108020658875564
TREX2	12270	0.0774353656867223	0.647014277108956	0.0153331535234363	266651898|probability of observing >= 13 mutations is too small	NA	NA	NA	NA	NA	0.0593370130765816	0	1	0|observed < expected, pvalue set at 1	NA	0.0153331535234363
TRH	12298	0.113516593287161	0.186863110938912	0.231036423191094	326940829|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0703243315953403	0	1	0|observed < expected, pvalue set at 1	NA	0.231036423191094
TRHDE	30748	0.717515395432653	0.284478334716449	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.523772992096255	0.284478334716449	1	0|observed < expected, pvalue set at 1	NA	1
TRHR	12299	0.147538444006493	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.102716400937931	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIB1	16891	0.248158679857376	0.179559450293216	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.187274856970136	0.178559450293216	1	0|observed < expected, pvalue set at 1	NA	1
TRIB2	30809	0.426642076193187	1.26452201208844	0.0634283117746764	543457778|probability of observing >= 16 mutations is too small	missense	2	774.0	0.935850064149936	0.935850064149936	0.334207300383988	1.26352201208844	0.0245577475380986	543457778|probability of observing >= 16 mutations is too small	0.109695491253458	0.0634283117746764
TRIB3	16228	0.227886391147353	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.150655716008128	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TRIM11	16281	0.506746751815159	1.06338274343633	0.124936163179197	886396974|probability of observing >= 21 mutations is too small	missense	3	326.5	0.438022561977438	0.438022561977438	0.430664047327782	0.620367040332887	0.306183452561621	886396974|probability of observing >= 21 mutations is too small	0.403560288147333	0.124936163179197
TRIM13	9976	0.129865517499705	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0901992600116687	0.0980839967000696	0.467262151298472	338000062|probability of observing >= 14 mutations is too small	NA	1
TRIM17	13430	0.22098149334563	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.141375125080922	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TRIM2	15974	0.447415500983471	0.205364504395536	1	0|observed < expected, pvalue set at 1	missense	2	702.0	0.536970463029537	0.536970463029537	0.325697501270574	0.203364504395536	1	0|observed < expected, pvalue set at 1	0.870865242426219	0.870865242426219
TRIM21	11312	0.168735070081164	0.817280507014879	0.0253178461871384	452454687|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.102051693058208	0.169266229905923	0.238043452793852	452454687|probability of observing >= 15 mutations is too small	NA	0.0253178461871384
TRIM22	16379	0.196709125092776	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.119180153875844	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM23	660	0.384090984488224	0.641130635185071	0.24951950119241	601116362|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.263688149697672	0.278096771759036	0.384017081898208	601116362|probability of observing >= 17 mutations is too small	NA	0.24951950119241
TRIM24	11812	1.11815921760456	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.800889088664999	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM25	12932	0.456414671117908	0.923544433903751	0.147870628521703	816469354|probability of observing >= 20 mutations is too small	missense	4	386.8,nan	0.352997647002353	0.352997647002353	0.367907845477648	0.522167493042098	0.287894093947275	816469354|probability of observing >= 20 mutations is too small	0.333989222019184	0.147870628521703
TRIM26	12962	0.278804558017855	0.386120401731001	0.261634645209381	697166286|probability of observing >= 18 mutations is too small	missense	2	531.0,nan,nan	0.520768479231521	0.520768479231521	0.175352596235048	0.385120401731001	0.115147666027445	697166286|probability of observing >= 18 mutations is too small	0.228706937054597	0.228706937054597
TRIM27	9975	0.570893979663184	0.553204107119437	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.487948358002099	0.553204107119437	0.412179522323642	671728793|probability of observing >= 18 mutations is too small	NA	1
TRIM28	16384	0.767440380960536	0.212533724532494	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.551754760363083	0.211533724532494	1	0|observed < expected, pvalue set at 1	NA	1
TRIM29	17274	0.337123857017492	0.667463658002946	0.136875354787821	819295455|probability of observing >= 20 mutations is too small	missense	4	113.6	0.0602169397830602	0.0602169397830602	0.248111487437508	0.666463658002946	0.0511760853185739	819295455|probability of observing >= 20 mutations is too small	0.0209007440537075	0.0209007440537075
TRIM3	10064	0.481330268912889	0.974028271957109	0.107814991919393	933897996|probability of observing >= 22 mutations is too small	missense	2	434.0,nan,nan	0.382032617967382	0.382032617967382	0.367488543396268	0.471544239552872	0.314072089967312	933897996|probability of observing >= 22 mutations is too small	0.374401479207695	0.107814991919393
TRIM33	16290	1.63957210583165	0.91320368714239	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	1.31702738532409	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM35	16285	0.341723636417665	0.56645634937408	0.201276932697023	816659027|probability of observing >= 20 mutations is too small	missense	3	502.5	0.673248326751673	0.673248326751673	0.262220003791745	0.56545634937408	0.106765837733847	816659027|probability of observing >= 20 mutations is too small	0.26112238237707	0.201276932697023
TRIM36	16280	0.376077514426333	0.108489071483208	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.244791256882603	0.106489071483208	1	0|observed < expected, pvalue set at 1	NA	1
TRIM37	7523	0.557801755111859	0.585239392874286	0.406922580731447	894007438|probability of observing >= 21 mutations is too small	missense	3	1012.1,nan	0.708395291604708	0.708395291604708	0.331414096256082	0.584239392874286	0.161830971529969	894007438|probability of observing >= 21 mutations is too small	0.362946127954742	0.362946127954742
TRIM38	10059	0.172431801031441	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.101885920983114	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM4	16275	0.217222658851702	0.24237571731323	0.296256782143138	660760203|probability of observing >= 18 mutations is too small	missense	2	26.0	0.0420789579210421	0.0420789579210421	0.133488580068308	0.24237571731323	0.167035611212139	660760203|probability of observing >= 18 mutations is too small	0.0418751850441986	0.0418751850441986
TRIM41	19013	0.359526665497321	1.70603605368047	0.0028966439008405	860762187|probability of observing >= 20 mutations is too small	missense	7	269.2	0.0863389136610864	0.0863389136610864	0.231733085846498	1.14864419712752	0.00106047402806556	860762187|probability of observing >= 20 mutations is too small	0.000942933763062101	0.000942933763062101
TRIM42	19014	0.339927446190304	0.53497731824713	0.223867267602906	812818518|probability of observing >= 20 mutations is too small	missense	4	270.5	0.146961853038147	0.146961853038147	0.225391117880273	0.53397731824713	0.0780356454473179	812818518|probability of observing >= 20 mutations is too small	0.06271043256586	0.06271043256586
TRIM44	19016	0.142470989389524	0.942266267209165	0.00651752444916596	434095119|probability of observing >= 15 mutations is too small	missense	3	110.5	0.147437852562147	0.147437852562147	0.0892831229182331	0.294251990100209	0.0611708298745686	434095119|probability of observing >= 15 mutations is too small	0.0514837657204087	0.00651752444916596
TRIM46	19019	0.867582793340078	0.923497507064408	0.400634459573268	961287558|probability of observing >= 22 mutations is too small	missense	3	498.1	0.424695575304425	0.424695575304425	0.616857441581158	0.922497507064408	0.236532646461133	961287558|probability of observing >= 22 mutations is too small	0.331303700434995	0.331303700434995
TRIM47	19020	0.554213786954546	0.770433171253263	0.286136433688986	950748303|probability of observing >= 22 mutations is too small	missense	2	1372.0	0.915605084394916	0.915605084394916	0.466338193412394	0.768433171253263	0.224173398770646	950748303|probability of observing >= 22 mutations is too small	0.53027563539462	0.286136433688986
TRIM5	16276	0.220365931401652	0.412614694435081	0.176836305556668	581445222|probability of observing >= 17 mutations is too small	missense	3	500.1,nan	0.712318287681712	0.712318287681712	0.118961990000833	0.412614694435081	0.0330892682878725	581445222|probability of observing >= 17 mutations is too small	0.111905528623129	0.111905528623129
TRIM54	16008	0.242749494433521	0.117767897874359	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.185996225512432	0.117767897874359	1	0|observed < expected, pvalue set at 1	NA	1
TRIM55	14215	0.275588518930252	0.648014277108956	0.12252523005924	577206565|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.185858343061147	0	1	0|observed < expected, pvalue set at 1	NA	0.12252523005924
TRIM56	19028	0.347645650838728	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.254000364363722	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
TRIM59	30834	0.171344214979162	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.10367277864244	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM6	16277	0.231054074547118	0.196167993400139	1	0|observed < expected, pvalue set at 1	missense	2	18.0	0.0276799723200277	0.0276799723200277	0.124068384675259	0.196167993400139	0.271172480994546	527025306|probability of observing >= 16 mutations is too small	0.0442259754432827	0.0442259754432827
TRIM60	21162	0.154797619994342	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0806295725002178	0.0980839967000696	0.498741565392431	416268682|probability of observing >= 15 mutations is too small	NA	1
TRIM63	16007	0.195907358843215	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.143534260443407	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM65	27316	0.263698480269984	0.343937671044497	0.274381108182819	793058039|probability of observing >= 19 mutations is too small	missense	3	272.7	0.314347685652314	0.314347685652314	0.194399475091777	0.343937671044497	0.177423358078338	793058039|probability of observing >= 19 mutations is too small	0.216758743517425	0.216758743517425
TRIM66	29005	0.59637613447858	0.702331694378992	0.35439056184875	967311799|probability of observing >= 22 mutations is too small	missense	4	1187.9	0.724748275251725	0.724748275251725	0.376854370085625	0.702331694378992	0.148307657924938	967311799|probability of observing >= 22 mutations is too small	0.347221575663806	0.347221575663806
TRIM67	31859	0.548331243225805	0.653884869786734	0.33815511404121	1033167113|probability of observing >= 24 mutations is too small	missense	3	642.4	0.541278458721541	0.541278458721541	0.429996963138883	0.653884869786734	0.21937878569261	1033167113|probability of observing >= 24 mutations is too small	0.371764131433365	0.33815511404121
TRIM68	21161	0.22517000404306	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.12971752801108	0	1	0|observed < expected, pvalue set at 1	NA	1
TRIM7	16278	0.445829902062511	0.107853561696326	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.361268960519581	0.107853561696326	1	0|observed < expected, pvalue set at 1	NA	1
TRIM71	32669	0.937569731406765	1.29200588824984	0.261138375347716	1087698593|probability of observing >= 26 mutations is too small	missense	3	254.7	0.126317873682126	0.126317873682126	0.700402844634059	1.29100588824984	0.118355072033159	1087698593|probability of observing >= 26 mutations is too small	0.0777870249454979	0.0777870249454979
TRIM72	32671	0.480897915866442	0.125683967255621	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.422875803132701	0.123683967255621	1	0|observed < expected, pvalue set at 1	NA	1
TRIM8	15579	0.670896709071938	3.86191942731558	0.000121388882074315	844358545|probability of observing >= 20 mutations is too small	missense	5	547.7	0.881129118870881	0.881129118870881	0.519476465777037	1.3686282921614	0.0514758681593059	844358545|probability of observing >= 20 mutations is too small	0.185654501742394	0.000121388882074315
TRIM9	16288	0.524575917492987	0.528128726525478	0.426749672526234	953814376|probability of observing >= 22 mutations is too small	missense	2	936.0	0.612710387289613	0.612710387289613	0.388693774652624	0.528128726525478	0.288048094296728	953814376|probability of observing >= 22 mutations is too small	0.482610430487187	0.426749672526234
TRIML1	26698	0.147601291486628	0.949933672056807	0.00532089777644415	511275416|probability of observing >= 16 mutations is too small	missense	2	211.0	0.285621714378286	0.285621714378286	0.0976237774714301	0.300919394947851	0.0562844735791057	511275416|probability of observing >= 16 mutations is too small	0.082477037545107	0.00532089777644415
TRIML2	26378	0.149195790366883	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0941305209218803	0.0980839967000696	0.557398124542276	485415008|probability of observing >= 16 mutations is too small	NA	1
TRIO	12303	3.55168039021868	14.7029201896267	3.5996935273198e-09	1243535799|probability of observing >= 43 mutations is too small	missense	29	453.1	1.01010099989797e-08	1.01010099989797e-08	2.59940171947929	11.6286985577837	6.99170699700185e-10	1243535799|probability of observing >= 43 mutations is too small	2.85966156761836e-16	2.85966156761836e-16
TRIOBP	17009	1.4282594940247	1.36414712642356	1	0|observed < expected, pvalue set at 1	missense	5	1358.7	0.285339714660285	0.285339714660285	0.8720275096574	0.714132849314599	1	0|observed < expected, pvalue set at 1	0.643177068043278	0.643177068043278
TRIP10	12304	0.45497423029272	0.612667030940651	0.300751577393638	849424027|probability of observing >= 20 mutations is too small	missense	4	418.3	0.486953513046487	0.486953513046487	0.328762752335161	0.612667030940651	0.170479991154776	849424027|probability of observing >= 20 mutations is too small	0.289619317203818	0.289619317203818
TRIP11	12305	0.7581887637348	0.843182270509095	0.384214893026053	1108997743|probability of observing >= 27 mutations is too small	missense	2	1335.0	0.392157607842392	0.392157607842392	0.408010947930491	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.759252995193778	0.384214893026053
TRIP12	12306	2.35617567533076	19.1243565291574	5.50255596953e-17	1142742084|probability of observing >= 29 mutations is too small	missense	8	1103.8	0.168862831137169	0.168862831137169	1.72189141236266	5.40415162107542	0.0015497473491523	1142742084|probability of observing >= 29 mutations is too small	0.00242023967404887	5.50255596953e-17
TRIP13	12307	0.215681386934291	0.192694877705353	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.141931228167038	0.192694877705353	0.324062659512109	508815125|probability of observing >= 16 mutations is too small	NA	1
TRIP6	12311	0.304823301477964	0.23105247784322	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.222561200316371	0.22905247784322	0.421149863266826	688873254|probability of observing >= 18 mutations is too small	NA	1
TRIR	28424	0.1449493215877	0.19839882547626	0.312341270884351	371419864|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.109510655543286	0	1	0|observed < expected, pvalue set at 1	NA	0.312341270884351
TRMO	30967	0.205909718899566	0.281689729480815	0.296046616838831	524008674|probability of observing >= 16 mutations is too small	NA	NA	NA	NA	NA	0.148722311472256	0.281689729480815	0.214786224535283	524008674|probability of observing >= 16 mutations is too small	NA	0.296046616838831
TRMT1	25980	0.454435166387052	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.324761659135895	0	1	0|observed < expected, pvalue set at 1	NA	1
TRMT10A	28403	0.206498336556074	0.222383970216931	0.369809896142962	352972217|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.109945789686538	0.222383970216931	0.247082997762946	352972217|probability of observing >= 14 mutations is too small	NA	0.369809896142962
